cell_id,scale_km2,area_effective_km2,n_wells_raw,analysis_status,source_snapshot_overlap_n,pct_source_snapshot_overlap,coordinate_sites_n,coordinate_compression_n,coordinate_compression_pct,review_high_clusters_n,review_high_reduction_n,review_high_reduction_pct,review_all_clusters_n,review_all_reduction_n,review_all_reduction_pct,duplicate_candidate_wells_n,duplicate_candidate_wells_pct,high_duplicate_candidate_wells_n,high_duplicate_candidate_wells_pct,exact_colocation_wells_n,exact_colocation_wells_pct,nn_lt_100m_n,nn_lt_100m_pct,nn_lt_500m_n,nn_lt_500m_pct,nn_lt_1000m_n,nn_lt_1000m_pct,nearest_neighbor_median_m,documentary_domains_mean,documentary_domains_median,zero_domains_n,zero_domains_pct,fourplus_domains_n,fourplus_domains_pct,dated_domains_mean,dated_domains_median,source_core_pairs_comparable_n,source_core_pairs_matching_n,source_core_match_pct,specific_capacity_both_sources_n,specific_capacity_source_echo_n,specific_capacity_source_echo_pct,pumping_test_records_n,chem_sample_records_n,chem_result_records_n,hydraulic_parameter_records_n,chem_sample_records_per_well,hydraulic_parameter_records_per_well
SCALE-150-O00-00019,150,115.1527672237119,3,COM_POCO_NO_CONJUNTO_AUDITADO,2.0,66.66666666666667,3.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,66.66666666666667,2.0,66.66666666666667,2.0,66.66666666666667,28.98,4.0,4.0,0.0,0.0,2.0,66.66666666666667,1.0,1.0,8.0,8.0,100.0,2.0,2.0,100.0,2.0,1.0,2.0,7.0,0.3333333333333333,2.3333333333333335
SCALE-150-O00-00020,150,149.99999999999324,0,SEM_POCO_NO_CONJUNTO_AUDITADO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCALE-150-O00-00021,150,149.99999999999324,0,SEM_POCO_NO_CONJUNTO_AUDITADO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCALE-150-O00-00022,150,149.99999999999324,0,SEM_POCO_NO_CONJUNTO_AUDITADO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCALE-150-O00-00023,150,149.94067478022478,0,SEM_POCO_NO_CONJUNTO_AUDITADO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCALE-150-O00-00024,150,123.71092469149285,1,COM_POCO_NO_CONJUNTO_AUDITADO,1.0,100.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18455.24,4.0,4.0,0.0,0.0,1.0,100.0,0.0,0.0,4.0,4.0,100.0,1.0,1.0,100.0,1.0,0.0,0.0,3.0,0.0,3.0
SCALE-150-O00-00025,150,74.17534478840354,0,SEM_POCO_NO_CONJUNTO_AUDITADO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCALE-150-O00-00026,150,136.61432883161845,4,COM_POCO_NO_CONJUNTO_AUDITADO,3.0,75.0,4.0,0.0,0.0,4.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2719.325,4.0,4.0,0.0,0.0,4.0,100.0,0.75,1.0,12.0,12.0,100.0,3.0,3.0,100.0,3.0,1.0,1.0,10.0,0.25,2.5
SCALE-150-O00-00027,150,149.99999999999324,5,COM_POCO_NO_CONJUNTO_AUDITADO,2.0,40.0,5.0,0.0,0.0,5.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,40.0,3.0,60.0,721.3,3.6,4.0,0.0,0.0,3.0,60.0,0.4,0.0,8.0,8.0,100.0,2.0,2.0,100.0,2.0,1.0,1.0,9.0,0.2,1.8
SCALE-150-O00-00028,150,149.99999999999324,4,COM_POCO_NO_CONJUNTO_AUDITADO,3.0,75.0,4.0,0.0,0.0,4.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,75.0,4.0,100.0,4.0,100.0,84.18,3.75,4.0,0.0,0.0,3.0,75.0,0.75,1.0,12.0,12.0,100.0,3.0,3.0,100.0,3.0,0.0,0.0,10.0,0.0,2.5
SCALE-150-O00-00029,150,121.37727971931523,4,COM_POCO_NO_CONJUNTO_AUDITADO,3.0,75.0,4.0,0.0,0.0,4.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,50.0,4.0,100.0,4.0,100.0,153.385,3.75,4.0,0.0,0.0,3.0,75.0,0.75,1.0,12.0,12.0,100.0,3.0,3.0,100.0,3.0,0.0,0.0,10.0,0.0,2.5
SCALE-150-O00-00030,150,45.51174869454709,0,SEM_POCO_NO_CONJUNTO_AUDITADO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCALE-150-O00-00031,150,149.99999999999324,0,SEM_POCO_NO_CONJUNTO_AUDITADO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCALE-150-O00-00032,150,149.99999999999324,0,SEM_POCO_NO_CONJUNTO_AUDITADO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCALE-150-O00-00033,150,149.99999999999324,0,SEM_POCO_NO_CONJUNTO_AUDITADO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCALE-150-O00-00034,150,149.99999999999324,0,SEM_POCO_NO_CONJUNTO_AUDITADO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCALE-150-O00-00035,150,149.99999999999324,0,SEM_POCO_NO_CONJUNTO_AUDITADO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCALE-150-O00-00036,150,149.99999999999324,0,SEM_POCO_NO_CONJUNTO_AUDITADO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCALE-150-O00-00037,150,149.99999999999324,11,COM_POCO_NO_CONJUNTO_AUDITADO,10.0,90.9090909090909,11.0,0.0,0.0,11.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,45.45454545454545,8.0,72.72727272727273,11.0,100.0,271.37,4.0,4.0,1.0,9.090909090909092,10.0,90.9090909090909,1.3636363636363635,1.0,40.0,40.0,100.0,10.0,10.0,100.0,10.0,4.0,8.0,30.0,0.36363636363636365,2.727272727272727
SCALE-150-O00-00038,150,149.99999999999324,0,SEM_POCO_NO_CONJUNTO_AUDITADO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCALE-150-O00-00039,150,149.99999999999324,14,COM_POCO_NO_CONJUNTO_AUDITADO,9.0,64.28571428571429,14.0,0.0,0.0,14.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,50.0,11.0,78.57142857142857,12.0,85.71428571428571,102.91,3.857142857142857,4.0,0.0,0.0,12.0,85.71428571428571,0.6428571428571429,1.0,36.0,36.0,100.0,9.0,9.0,100.0,9.0,3.0,3.0,32.0,0.21428571428571427,2.2857142857142856
SCALE-150-O00-00040,150,149.99999999999324,0,SEM_POCO_NO_CONJUNTO_AUDITADO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCALE-150-O00-00041,150,63.61193627377007,0,SEM_POCO_NO_CONJUNTO_AUDITADO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCALE-150-O00-00042,150,43.959479788000905,0,SEM_POCO_NO_CONJUNTO_AUDITADO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCALE-150-O00-00043,150,149.99999999999324,0,SEM_POCO_NO_CONJUNTO_AUDITADO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCALE-150-O00-00044,150,149.99999999999324,0,SEM_POCO_NO_CONJUNTO_AUDITADO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCALE-150-O00-00045,150,149.99999999999324,0,SEM_POCO_NO_CONJUNTO_AUDITADO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCALE-150-O00-00046,150,149.99999999999324,3,COM_POCO_NO_CONJUNTO_AUDITADO,2.0,66.66666666666667,3.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,100.0,3.0,100.0,184.19,4.333333333333333,4.0,0.0,0.0,3.0,100.0,1.0,1.0,8.0,8.0,100.0,2.0,2.0,100.0,2.0,2.0,3.0,7.0,0.6666666666666666,2.3333333333333335
SCALE-150-O00-00047,150,149.99999999999324,2,COM_POCO_NO_CONJUNTO_AUDITADO,1.0,50.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5616.93,4.0,4.0,0.0,0.0,2.0,100.0,0.5,0.5,4.0,4.0,100.0,1.0,1.0,100.0,1.0,1.0,1.0,4.0,0.5,2.0
SCALE-150-O00-00048,150,149.99999999999324,0,SEM_POCO_NO_CONJUNTO_AUDITADO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCALE-150-O00-00049,150,149.99999999999324,6,COM_POCO_NO_CONJUNTO_AUDITADO,2.0,33.333333333333336,6.0,0.0,0.0,6.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,33.333333333333336,4.0,66.66666666666667,4.0,66.66666666666667,283.69,3.3333333333333335,4.0,1.0,16.666666666666668,5.0,83.33333333333333,0.16666666666666666,0.0,4.0,4.0,100.0,1.0,1.0,100.0,1.0,4.0,4.0,9.0,0.6666666666666666,1.5
SCALE-150-O00-00050,150,149.99999999999324,2,COM_POCO_NO_CONJUNTO_AUDITADO,2.0,100.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,100.0,2.0,100.0,2.0,100.0,42.17,4.0,4.0,0.0,0.0,2.0,100.0,1.0,1.0,8.0,8.0,100.0,2.0,2.0,100.0,2.0,0.0,0.0,6.0,0.0,3.0
SCALE-150-O00-00051,150,149.99999999999324,0,SEM_POCO_NO_CONJUNTO_AUDITADO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCALE-150-O00-00052,150,149.99999999999324,2,COM_POCO_NO_CONJUNTO_AUDITADO,1.0,50.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4467.34,2.0,2.0,1.0,50.0,1.0,50.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,1.0,1.0,3.0,0.5,1.5
SCALE-150-O00-00053,150,149.99999999999324,1,COM_POCO_NO_CONJUNTO_AUDITADO,1.0,100.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8325.52,0.0,0.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,2.0,0.0,2.0
SCALE-150-O00-00054,150,21.04600423807475,0,SEM_POCO_NO_CONJUNTO_AUDITADO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCALE-150-O00-00055,150,8.527417483705856,0,SEM_POCO_NO_CONJUNTO_AUDITADO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCALE-150-O00-00056,150,149.94785786705802,0,SEM_POCO_NO_CONJUNTO_AUDITADO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCALE-150-O00-00057,150,149.99999999999324,0,SEM_POCO_NO_CONJUNTO_AUDITADO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCALE-150-O00-00058,150,149.99999999999324,0,SEM_POCO_NO_CONJUNTO_AUDITADO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCALE-150-O00-00059,150,149.99999999999324,3,COM_POCO_NO_CONJUNTO_AUDITADO,1.0,33.333333333333336,3.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1749.4,3.6666666666666665,4.0,0.0,0.0,2.0,66.66666666666667,0.3333333333333333,0.0,4.0,4.0,100.0,1.0,1.0,100.0,1.0,1.0,1.0,5.0,0.3333333333333333,1.6666666666666667
SCALE-150-O00-00060,150,149.99999999999324,0,SEM_POCO_NO_CONJUNTO_AUDITADO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCALE-150-O00-00061,150,149.99999999999324,0,SEM_POCO_NO_CONJUNTO_AUDITADO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCALE-150-O00-00062,150,149.99999999999324,0,SEM_POCO_NO_CONJUNTO_AUDITADO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCALE-150-O00-00063,150,149.99999999999324,0,SEM_POCO_NO_CONJUNTO_AUDITADO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCALE-150-O00-00064,150,149.99999999999324,0,SEM_POCO_NO_CONJUNTO_AUDITADO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCALE-150-O00-00065,150,149.99999999999324,0,SEM_POCO_NO_CONJUNTO_AUDITADO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCALE-150-O00-00066,150,149.99999999999324,20,COM_POCO_NO_CONJUNTO_AUDITADO,6.0,30.0,20.0,0.0,0.0,20.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,50.0,17.0,85.0,20.0,100.0,99.98500000000001,3.6,4.0,0.0,0.0,13.0,65.0,0.3,0.0,24.0,24.0,100.0,6.0,6.0,100.0,6.0,10.0,10.0,31.0,0.5,1.55
SCALE-150-O00-00067,150,135.07408734856583,9,COM_POCO_NO_CONJUNTO_AUDITADO,1.0,11.11111111111111,9.0,0.0,0.0,9.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,44.44444444444444,7.0,77.77777777777777,508.9,3.3333333333333335,4.0,1.0,11.11111111111111,6.0,66.66666666666667,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,7.0,7.0,9.0,0.7777777777777778,1.0
SCALE-150-O00-00068,150,61.31794046101132,0,SEM_POCO_NO_CONJUNTO_AUDITADO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCALE-150-O00-00069,150,149.99999999999324,0,SEM_POCO_NO_CONJUNTO_AUDITADO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCALE-150-O00-00070,150,149.99999999999324,0,SEM_POCO_NO_CONJUNTO_AUDITADO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCALE-150-O00-00071,150,149.99999999999324,0,SEM_POCO_NO_CONJUNTO_AUDITADO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCALE-150-O00-00072,150,149.99999999999324,1,COM_POCO_NO_CONJUNTO_AUDITADO,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6433.3,4.0,4.0,0.0,0.0,1.0,100.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,1.0,1.0,1.0,1.0,1.0
SCALE-150-O00-00073,150,149.99999999999324,0,SEM_POCO_NO_CONJUNTO_AUDITADO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCALE-150-O00-00074,150,149.99999999999324,0,SEM_POCO_NO_CONJUNTO_AUDITADO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCALE-150-O00-00075,150,149.99999999999324,0,SEM_POCO_NO_CONJUNTO_AUDITADO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCALE-150-O00-00076,150,149.99999999999324,0,SEM_POCO_NO_CONJUNTO_AUDITADO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCALE-150-O00-00077,150,149.99999999999324,0,SEM_POCO_NO_CONJUNTO_AUDITADO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCALE-150-O00-00078,150,149.99999999999324,5,COM_POCO_NO_CONJUNTO_AUDITADO,0.0,0.0,5.0,0.0,0.0,5.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,40.0,4.0,80.0,4.0,80.0,123.36,3.8,4.0,0.0,0.0,4.0,80.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,5.0,5.0,4.0,1.0,0.8
SCALE-150-O00-00079,150,149.99999999999324,6,COM_POCO_NO_CONJUNTO_AUDITADO,2.0,33.333333333333336,6.0,0.0,0.0,6.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,33.333333333333336,3.0,50.0,3.0,50.0,2428.4950000000003,2.3333333333333335,3.0,2.0,33.333333333333336,2.0,33.333333333333336,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,3.0,3.0,8.0,0.5,1.3333333333333333
SCALE-150-O00-00080,150,129.06841781281886,0,SEM_POCO_NO_CONJUNTO_AUDITADO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCALE-150-O00-00081,150,53.78670250780585,0,SEM_POCO_NO_CONJUNTO_AUDITADO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCALE-150-O00-00082,150,11.029375773061961,0,SEM_POCO_NO_CONJUNTO_AUDITADO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCALE-150-O00-00083,150,148.84243977744,0,SEM_POCO_NO_CONJUNTO_AUDITADO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCALE-150-O00-00084,150,149.99999999999324,0,SEM_POCO_NO_CONJUNTO_AUDITADO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCALE-150-O00-00085,150,149.99999999999324,0,SEM_POCO_NO_CONJUNTO_AUDITADO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCALE-150-O00-00086,150,149.99999999999324,0,SEM_POCO_NO_CONJUNTO_AUDITADO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCALE-150-O00-00087,150,149.99999999999324,0,SEM_POCO_NO_CONJUNTO_AUDITADO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCALE-150-O00-00088,150,149.99999999999324,0,SEM_POCO_NO_CONJUNTO_AUDITADO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCALE-150-O00-00089,150,149.99999999999324,0,SEM_POCO_NO_CONJUNTO_AUDITADO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCALE-150-O00-00090,150,149.99999999999324,0,SEM_POCO_NO_CONJUNTO_AUDITADO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCALE-150-O00-00091,150,149.99999999999324,0,SEM_POCO_NO_CONJUNTO_AUDITADO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCALE-150-O00-00092,150,149.99999999999324,0,SEM_POCO_NO_CONJUNTO_AUDITADO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCALE-150-O00-00093,150,149.99999999999324,3,COM_POCO_NO_CONJUNTO_AUDITADO,0.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,66.66666666666667,660.11,3.6666666666666665,4.0,0.0,0.0,2.0,66.66666666666667,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,3.0,3.0,3.0,1.0,1.0
