field,modules,source_files,definition,formula_or_rule,unit,how_to_read,does_not_mean,unknown_rule
direct_all_scales_n,Estabilidade e sensibilidade,cross_scale_question_summary.csv,Contagem associada a direct all scales n no universo explicitado pelo produto V2.5.,Calculado diretamente no universo e denominador declarados no arquivo de origem.,n,"Ler com a pergunta, a escala, a origem, o suporte e o denominador explícitos.","Não é potencial, prioridade, representatividade territorial, peso ou score.","Sem escala observável ou suporte classificado, permanece UNKNOWN e não é convertido em zero."
direct_all_scales_pct,Estabilidade e sensibilidade,cross_scale_question_summary.csv,"Percentual associado a direct all scales pct, com denominador explícito no produto V2.5.",Calculado diretamente no universo e denominador declarados no arquivo de origem.,%,"Ler com a pergunta, a escala, a origem, o suporte e o denominador explícitos.","Não é potencial, prioridade, representatividade territorial, peso ou score.","Sem escala observável ou suporte classificado, permanece UNKNOWN e não é convertido em zero."
direct_evidence_n,Estabilidade e sensibilidade,cell_stability_sensitivity_long.csv,Contagem associada a direct evidence n no universo explicitado pelo produto V2.5.,Calculado diretamente no universo e denominador declarados no arquivo de origem.,n,"Ler com a pergunta, a escala, a origem, o suporte e o denominador explícitos.","Não é potencial, prioridade, representatividade territorial, peso ou score.","Sem escala observável ou suporte classificado, permanece UNKNOWN e não é convertido em zero."
direct_evidence_pct_of_wells,Estabilidade e sensibilidade,cell_stability_sensitivity_long.csv,"Percentual associado a direct evidence pct of wells, com denominador explícito no produto V2.5.",Calculado diretamente no universo e denominador declarados no arquivo de origem.,%,"Ler com a pergunta, a escala, a origem, o suporte e o denominador explícitos.","Não é potencial, prioridade, representatividade territorial, peso ou score.","Sem escala observável ou suporte classificado, permanece UNKNOWN e não é convertido em zero."
direct_evidence_present_in_cell,Estabilidade e sensibilidade,support_scale_question_long.csv,Valor auditável de direct evidence present in cell no módulo V2.5.,Calculado diretamente no universo e denominador declarados no arquivo de origem.,texto,"Ler com a pergunta, a escala, a origem, o suporte e o denominador explícitos.","Não é potencial, prioridade, representatividade territorial, peso ou score.","Sem escala observável ou suporte classificado, permanece UNKNOWN e não é convertido em zero."
direct_no_origin_n,Estabilidade e sensibilidade,origin_scale_question_summary.csv,Contagem associada a direct no origin n no universo explicitado pelo produto V2.5.,Calculado diretamente no universo e denominador declarados no arquivo de origem.,n,"Ler com a pergunta, a escala, a origem, o suporte e o denominador explícitos.","Não é potencial, prioridade, representatividade territorial, peso ou score.","Sem escala observável ou suporte classificado, permanece UNKNOWN e não é convertido em zero."
direct_no_origin_pct,Estabilidade e sensibilidade,origin_scale_question_summary.csv,"Percentual associado a direct no origin pct, com denominador explícito no produto V2.5.",Calculado diretamente no universo e denominador declarados no arquivo de origem.,%,"Ler com a pergunta, a escala, a origem, o suporte e o denominador explícitos.","Não é potencial, prioridade, representatividade territorial, peso ou score.","Sem escala observável ou suporte classificado, permanece UNKNOWN e não é convertido em zero."
direct_no_scale,Estabilidade e sensibilidade,support_question_cross_scale.csv,Valor auditável de direct no scale no módulo V2.5.,Calculado diretamente no universo e denominador declarados no arquivo de origem.,texto,"Ler com a pergunta, a escala, a origem, o suporte e o denominador explícitos.","Não é potencial, prioridade, representatividade territorial, peso ou score.","Sem escala observável ou suporte classificado, permanece UNKNOWN e não é convertido em zero."
direct_no_scale_n,Estabilidade e sensibilidade,cross_scale_question_summary.csv,Contagem associada a direct no scale n no universo explicitado pelo produto V2.5.,Calculado diretamente no universo e denominador declarados no arquivo de origem.,n,"Ler com a pergunta, a escala, a origem, o suporte e o denominador explícitos.","Não é potencial, prioridade, representatividade territorial, peso ou score.","Sem escala observável ou suporte classificado, permanece UNKNOWN e não é convertido em zero."
direct_no_scale_pct,Estabilidade e sensibilidade,cross_scale_question_summary.csv,"Percentual associado a direct no scale pct, com denominador explícito no produto V2.5.",Calculado diretamente no universo e denominador declarados no arquivo de origem.,%,"Ler com a pergunta, a escala, a origem, o suporte e o denominador explícitos.","Não é potencial, prioridade, representatividade territorial, peso ou score.","Sem escala observável ou suporte classificado, permanece UNKNOWN e não é convertido em zero."
direct_presence_1000km2,Estabilidade e sensibilidade,support_question_cross_scale.csv,Valor auditável de direct presence 1000km2 no módulo V2.5.,Calculado diretamente no universo e denominador declarados no arquivo de origem.,texto,"Ler com a pergunta, a escala, a origem, o suporte e o denominador explícitos.","Não é potencial, prioridade, representatividade territorial, peso ou score.","Sem escala observável ou suporte classificado, permanece UNKNOWN e não é convertido em zero."
direct_presence_100km2,Estabilidade e sensibilidade,support_question_cross_scale.csv,Valor auditável de direct presence 100km2 no módulo V2.5.,Calculado diretamente no universo e denominador declarados no arquivo de origem.,texto,"Ler com a pergunta, a escala, a origem, o suporte e o denominador explícitos.","Não é potencial, prioridade, representatividade territorial, peso ou score.","Sem escala observável ou suporte classificado, permanece UNKNOWN e não é convertido em zero."
direct_presence_150km2,Estabilidade e sensibilidade,support_question_cross_scale.csv,Valor auditável de direct presence 150km2 no módulo V2.5.,Calculado diretamente no universo e denominador declarados no arquivo de origem.,texto,"Ler com a pergunta, a escala, a origem, o suporte e o denominador explícitos.","Não é potencial, prioridade, representatividade territorial, peso ou score.","Sem escala observável ou suporte classificado, permanece UNKNOWN e não é convertido em zero."
direct_presence_250km2,Estabilidade e sensibilidade,support_question_cross_scale.csv,Valor auditável de direct presence 250km2 no módulo V2.5.,Calculado diretamente no universo e denominador declarados no arquivo de origem.,texto,"Ler com a pergunta, a escala, a origem, o suporte e o denominador explícitos.","Não é potencial, prioridade, representatividade territorial, peso ou score.","Sem escala observável ou suporte classificado, permanece UNKNOWN e não é convertido em zero."
direct_presence_500km2,Estabilidade e sensibilidade,support_question_cross_scale.csv,Valor auditável de direct presence 500km2 no módulo V2.5.,Calculado diretamente no universo e denominador declarados no arquivo de origem.,texto,"Ler com a pergunta, a escala, a origem, o suporte e o denominador explícitos.","Não é potencial, prioridade, representatividade territorial, peso ou score.","Sem escala observável ou suporte classificado, permanece UNKNOWN e não é convertido em zero."
direct_presence_jaccard,Estabilidade e sensibilidade,cross_scale_pairwise.csv | origin_pairwise.csv,Valor auditável de direct presence jaccard no módulo V2.5.,Interseção dividida pela união da presença de evidência direta.,texto,"Ler com a pergunta, a escala, a origem, o suporte e o denominador explícitos.","Não é potencial, prioridade, representatividade territorial, peso ou score.","Sem escala observável ou suporte classificado, permanece UNKNOWN e não é convertido em zero."
direct_presence_mismatch_n,Estabilidade e sensibilidade,cross_scale_pairwise.csv | origin_pairwise.csv,Contagem associada a direct presence mismatch n no universo explicitado pelo produto V2.5.,Fração do suporte fixo com presença direta diferente entre os dois cenários.,n,"Ler com a pergunta, a escala, a origem, o suporte e o denominador explícitos.","Não é potencial, prioridade, representatividade territorial, peso ou score.","Sem escala observável ou suporte classificado, permanece UNKNOWN e não é convertido em zero."
direct_presence_mismatch_pct,Estabilidade e sensibilidade,cross_scale_pairwise.csv | origin_pairwise.csv,"Percentual associado a direct presence mismatch pct, com denominador explícito no produto V2.5.",Fração do suporte fixo com presença direta diferente entre os dois cenários.,%,"Ler com a pergunta, a escala, a origem, o suporte e o denominador explícitos.","Não é potencial, prioridade, representatividade territorial, peso ou score.","Sem escala observável ou suporte classificado, permanece UNKNOWN e não é convertido em zero."
direct_scales_n,Estabilidade e sensibilidade,support_question_cross_scale.csv,Contagem associada a direct scales n no universo explicitado pelo produto V2.5.,Calculado diretamente no universo e denominador declarados no arquivo de origem.,n,"Ler com a pergunta, a escala, a origem, o suporte e o denominador explícitos.","Não é potencial, prioridade, representatividade territorial, peso ou score.","Sem escala observável ou suporte classificado, permanece UNKNOWN e não é convertido em zero."
direct_some_origins_n,Estabilidade e sensibilidade,origin_scale_question_summary.csv,Contagem associada a direct some origins n no universo explicitado pelo produto V2.5.,Calculado diretamente no universo e denominador declarados no arquivo de origem.,n,"Ler com a pergunta, a escala, a origem, o suporte e o denominador explícitos.","Não é potencial, prioridade, representatividade territorial, peso ou score.","Sem escala observável ou suporte classificado, permanece UNKNOWN e não é convertido em zero."
direct_some_origins_pct,Estabilidade e sensibilidade,origin_scale_question_summary.csv,"Percentual associado a direct some origins pct, com denominador explícito no produto V2.5.",Calculado diretamente no universo e denominador declarados no arquivo de origem.,%,"Ler com a pergunta, a escala, a origem, o suporte e o denominador explícitos.","Não é potencial, prioridade, representatividade territorial, peso ou score.","Sem escala observável ou suporte classificado, permanece UNKNOWN e não é convertido em zero."
direct_some_scales,Estabilidade e sensibilidade,support_question_cross_scale.csv,Indicador lógico associado a direct some scales nas regras da V2.5.,Calculado diretamente no universo e denominador declarados no arquivo de origem.,booleano,"Ler com a pergunta, a escala, a origem, o suporte e o denominador explícitos.","Não é potencial, prioridade, representatividade territorial, peso ou score.","Sem escala observável ou suporte classificado, permanece UNKNOWN e não é convertido em zero."
direct_some_scales_n,Estabilidade e sensibilidade,cross_scale_question_summary.csv,Contagem associada a direct some scales n no universo explicitado pelo produto V2.5.,Calculado diretamente no universo e denominador declarados no arquivo de origem.,n,"Ler com a pergunta, a escala, a origem, o suporte e o denominador explícitos.","Não é potencial, prioridade, representatividade territorial, peso ou score.","Sem escala observável ou suporte classificado, permanece UNKNOWN e não é convertido em zero."
direct_some_scales_pct,Estabilidade e sensibilidade,cross_scale_question_summary.csv,"Percentual associado a direct some scales pct, com denominador explícito no produto V2.5.",Calculado diretamente no universo e denominador declarados no arquivo de origem.,%,"Ler com a pergunta, a escala, a origem, o suporte e o denominador explícitos.","Não é potencial, prioridade, representatividade territorial, peso ou score.","Sem escala observável ou suporte classificado, permanece UNKNOWN e não é convertido em zero."
exact_state_agreement_n,Estabilidade e sensibilidade,cross_scale_pairwise.csv | origin_pairwise.csv,Contagem associada a exact state agreement n no universo explicitado pelo produto V2.5.,Concordância exata entre estados documentais no suporte fixo de 5 km.,n,"Ler com a pergunta, a escala, a origem, o suporte e o denominador explícitos.","Não é potencial, prioridade, representatividade territorial, peso ou score.","Sem escala observável ou suporte classificado, permanece UNKNOWN e não é convertido em zero."
exact_state_agreement_pct,Estabilidade e sensibilidade,cross_scale_pairwise.csv | origin_pairwise.csv,"Percentual associado a exact state agreement pct, com denominador explícito no produto V2.5.",Concordância exata entre estados documentais no suporte fixo de 5 km.,%,"Ler com a pergunta, a escala, a origem, o suporte e o denominador explícitos.","Não é potencial, prioridade, representatividade territorial, peso ou score.","Sem escala observável ou suporte classificado, permanece UNKNOWN e não é convertido em zero."
exact_state_all_origins_n,Estabilidade e sensibilidade,origin_scale_question_summary.csv,Contagem associada a exact state all origins n no universo explicitado pelo produto V2.5.,Concordância exata entre estados documentais no suporte fixo de 5 km.,booleano,"Ler com a pergunta, a escala, a origem, o suporte e o denominador explícitos.","Não é potencial, prioridade, representatividade territorial, peso ou score.","Sem escala observável ou suporte classificado, permanece UNKNOWN e não é convertido em zero."
exact_state_all_origins_pct,Estabilidade e sensibilidade,origin_scale_question_summary.csv,"Percentual associado a exact state all origins pct, com denominador explícito no produto V2.5.",Concordância exata entre estados documentais no suporte fixo de 5 km.,booleano,"Ler com a pergunta, a escala, a origem, o suporte e o denominador explícitos.","Não é potencial, prioridade, representatividade territorial, peso ou score.","Sem escala observável ou suporte classificado, permanece UNKNOWN e não é convertido em zero."
exact_state_all_scales,Estabilidade e sensibilidade,support_question_cross_scale.csv,Indicador lógico associado a exact state all scales nas regras da V2.5.,Concordância exata entre estados documentais no suporte fixo de 5 km.,booleano,"Ler com a pergunta, a escala, a origem, o suporte e o denominador explícitos.","Não é potencial, prioridade, representatividade territorial, peso ou score.","Sem escala observável ou suporte classificado, permanece UNKNOWN e não é convertido em zero."
exact_state_all_scales_n,Estabilidade e sensibilidade,cross_scale_question_summary.csv,Contagem associada a exact state all scales n no universo explicitado pelo produto V2.5.,Concordância exata entre estados documentais no suporte fixo de 5 km.,booleano,"Ler com a pergunta, a escala, a origem, o suporte e o denominador explícitos.","Não é potencial, prioridade, representatividade territorial, peso ou score.","Sem escala observável ou suporte classificado, permanece UNKNOWN e não é convertido em zero."
exact_state_all_scales_pct,Estabilidade e sensibilidade,cross_scale_question_summary.csv,"Percentual associado a exact state all scales pct, com denominador explícito no produto V2.5.",Concordância exata entre estados documentais no suporte fixo de 5 km.,booleano,"Ler com a pergunta, a escala, a origem, o suporte e o denominador explícitos.","Não é potencial, prioridade, representatividade territorial, peso ou score.","Sem escala observável ou suporte classificado, permanece UNKNOWN e não é convertido em zero."
final_origin_selected,Estabilidade e sensibilidade,origin_scale_question_summary.csv,Indicador lógico associado a final origin selected nas regras da V2.5.,Calculado diretamente no universo e denominador declarados no arquivo de origem.,booleano,"Ler com a pergunta, a escala, a origem, o suporte e o denominador explícitos.","Não é potencial, prioridade, representatividade territorial, peso ou score.","Sem escala observável ou suporte classificado, permanece UNKNOWN e não é convertido em zero."
final_scale_selected,Estabilidade e sensibilidade,cross_scale_question_summary.csv,Indicador lógico associado a final scale selected nas regras da V2.5.,Calculado diretamente no universo e denominador declarados no arquivo de origem.,booleano,"Ler com a pergunta, a escala, a origem, o suporte e o denominador explícitos.","Não é potencial, prioridade, representatividade territorial, peso ou score.","Sem escala observável ou suporte classificado, permanece UNKNOWN e não é convertido em zero."
full_blocker_persistence_pct,Estabilidade e sensibilidade,support_requirement_persistence.csv,"Percentual associado a full blocker persistence pct, com denominador explícito no produto V2.5.",Persistência calculada somente nas escalas em que a célula do suporte contém ao menos um poço.,%,"Ler com a pergunta, a escala, a origem, o suporte e o denominador explícitos.","Não é potencial, prioridade, representatividade territorial, peso ou score.","Sem escala observável ou suporte classificado, permanece UNKNOWN e não é convertido em zero."
fully_blocked_all_observable_scales,Estabilidade e sensibilidade,support_requirement_persistence.csv,Indicador lógico associado a fully blocked all observable scales nas regras da V2.5.,Calculado diretamente no universo e denominador declarados no arquivo de origem.,booleano,"Ler com a pergunta, a escala, a origem, o suporte e o denominador explícitos.","Não é potencial, prioridade, representatividade territorial, peso ou score.","Sem escala observável ou suporte classificado, permanece UNKNOWN e não é convertido em zero."
fully_blocked_all_observable_support,Estabilidade e sensibilidade,blocker_requirement_summary.csv,Indicador lógico associado a fully blocked all observable support nas regras da V2.5.,Calculado diretamente no universo e denominador declarados no arquivo de origem.,booleano,"Ler com a pergunta, a escala, a origem, o suporte e o denominador explícitos.","Não é potencial, prioridade, representatividade territorial, peso ou score.","Sem escala observável ou suporte classificado, permanece UNKNOWN e não é convertido em zero."
fully_blocked_all_observable_support_points_n,Estabilidade e sensibilidade,blocker_requirement_summary.csv,Contagem associada a fully blocked all observable support points n no universo explicitado pelo produto V2.5.,Calculado diretamente no universo e denominador declarados no arquivo de origem.,booleano,"Ler com a pergunta, a escala, a origem, o suporte e o denominador explícitos.","Não é potencial, prioridade, representatividade territorial, peso ou score.","Sem escala observável ou suporte classificado, permanece UNKNOWN e não é convertido em zero."
fully_blocked_all_observable_support_points_pct,Estabilidade e sensibilidade,blocker_requirement_summary.csv,"Percentual associado a fully blocked all observable support points pct, com denominador explícito no produto V2.5.",Calculado diretamente no universo e denominador declarados no arquivo de origem.,booleano,"Ler com a pergunta, a escala, a origem, o suporte e o denominador explícitos.","Não é potencial, prioridade, representatividade territorial, peso ou score.","Sem escala observável ou suporte classificado, permanece UNKNOWN e não é convertido em zero."
fully_blocked_all_wells,Estabilidade e sensibilidade,blocker_requirement_summary.csv,Indicador lógico associado a fully blocked all wells nas regras da V2.5.,Calculado diretamente no universo e denominador declarados no arquivo de origem.,booleano,"Ler com a pergunta, a escala, a origem, o suporte e o denominador explícitos.","Não é potencial, prioridade, representatividade territorial, peso ou score.","Sem escala observável ou suporte classificado, permanece UNKNOWN e não é convertido em zero."
fully_blocked_scales_n,Estabilidade e sensibilidade,support_requirement_persistence.csv,Contagem associada a fully blocked scales n no universo explicitado pelo produto V2.5.,Calculado diretamente no universo e denominador declarados no arquivo de origem.,n,"Ler com a pergunta, a escala, a origem, o suporte e o denominador explícitos.","Não é potencial, prioridade, representatividade territorial, peso ou score.","Sem escala observável ou suporte classificado, permanece UNKNOWN e não é convertido em zero."
