well_id,municipality,hydro_unit,domain,layer_code,layer_name,depth_m,vertical_metadata_n,capture_interval_status
3500065078,Três Lagoas,Grupo Caiuá,Granular,V06,Topo e base brutos coerentes,85.0,4,UNKNOWN_SEM_INTERVALO_DE_FILTRO_DEMONSTRADO
3500065081,Três Lagoas,Grupo Caiuá,Granular,V06,Topo e base brutos coerentes,150.0,4,UNKNOWN_SEM_INTERVALO_DE_FILTRO_DEMONSTRADO
3500065085,Campo Grande,Formação Serra Geral,Fraturada,V06,Topo e base brutos coerentes,115.0,4,UNKNOWN_SEM_INTERVALO_DE_FILTRO_DEMONSTRADO
3500065086,Campo Grande,Formação Serra Geral,Fraturada,V06,Topo e base brutos coerentes,195.5,4,UNKNOWN_SEM_INTERVALO_DE_FILTRO_DEMONSTRADO
3500065058,Figueirão,Formação Botucatu,Granular,V06,Topo e base brutos coerentes,200.0,4,UNKNOWN_SEM_INTERVALO_DE_FILTRO_DEMONSTRADO
3500065064,Maracaju,Formação Serra Geral,Fraturada,V06,Topo e base brutos coerentes,220.0,4,UNKNOWN_SEM_INTERVALO_DE_FILTRO_DEMONSTRADO
3500065017,Bodoquena,Grupo Cuiaba,Fraturada,V06,Topo e base brutos coerentes,150.0,5,UNKNOWN_SEM_INTERVALO_DE_FILTRO_DEMONSTRADO
3500065026,Campo Grande,Formação Serra Geral,Fraturada,V06,Topo e base brutos coerentes,89.0,5,UNKNOWN_SEM_INTERVALO_DE_FILTRO_DEMONSTRADO
3500023321,Paranaíba,Grupo Bauru,Granular,V06,Topo e base brutos coerentes,180.0,6,UNKNOWN_SEM_INTERVALO_DE_FILTRO_DEMONSTRADO
3500045672,Três Lagoas,Grupo Caiuá,Granular,V06,Topo e base brutos coerentes,80.0,5,UNKNOWN_SEM_INTERVALO_DE_FILTRO_DEMONSTRADO
3500023317,Aparecida do Taboado,Grupo Caiuá,Granular,V06,Topo e base brutos coerentes,105.0,4,UNKNOWN_SEM_INTERVALO_DE_FILTRO_DEMONSTRADO
3500045621,Ribas do Rio Pardo,Grupo Caiuá,Granular,V06,Topo e base brutos coerentes,150.0,1,UNKNOWN_SEM_INTERVALO_DE_FILTRO_DEMONSTRADO
3500023142,Amambai,Formação Serra Geral,Fraturada,V06,Topo e base brutos coerentes,150.0,2,UNKNOWN_SEM_INTERVALO_DE_FILTRO_DEMONSTRADO
3500065135,Rio Brilhante,Formação Serra Geral,Fraturada,V06,Topo e base brutos coerentes,3003.0,1,UNKNOWN_SEM_INTERVALO_DE_FILTRO_DEMONSTRADO
3500045648,Ivinhema,Grupo Caiuá,Granular,V06,Topo e base brutos coerentes,1300.0,5,UNKNOWN_SEM_INTERVALO_DE_FILTRO_DEMONSTRADO
3500065118,Dourados,Formação Serra Geral,Fraturada,V06,Topo e base brutos coerentes,1992.0,1,UNKNOWN_SEM_INTERVALO_DE_FILTRO_DEMONSTRADO
3500053085,Miranda,Grupo Cuiaba,Fraturada,V06,Topo e base brutos coerentes,30.0,6,UNKNOWN_SEM_INTERVALO_DE_FILTRO_DEMONSTRADO
3500026928,Campo Grande,Formação Serra Geral,Fraturada,V06,Topo e base brutos coerentes,80.0,3,UNKNOWN_SEM_INTERVALO_DE_FILTRO_DEMONSTRADO
3500045603,Itaporã,Formação Serra Geral,Fraturada,V06,Topo e base brutos coerentes,110.0,5,UNKNOWN_SEM_INTERVALO_DE_FILTRO_DEMONSTRADO
3500045608,Campo Grande,Formação Serra Geral,Fraturada,V06,Topo e base brutos coerentes,130.0,3,UNKNOWN_SEM_INTERVALO_DE_FILTRO_DEMONSTRADO
3500045675,Rio Brilhante,Grupo Caiuá,Granular,V06,Topo e base brutos coerentes,60.0,5,UNKNOWN_SEM_INTERVALO_DE_FILTRO_DEMONSTRADO
3500045693,Campo Grande,Formação Serra Geral,Fraturada,V06,Topo e base brutos coerentes,132.0,5,UNKNOWN_SEM_INTERVALO_DE_FILTRO_DEMONSTRADO
3500045705,Três Lagoas,Grupo Caiuá,Granular,V06,Topo e base brutos coerentes,111.0,5,UNKNOWN_SEM_INTERVALO_DE_FILTRO_DEMONSTRADO
3500045707,Três Lagoas,Grupo Caiuá,Granular,V06,Topo e base brutos coerentes,146.84,5,UNKNOWN_SEM_INTERVALO_DE_FILTRO_DEMONSTRADO
3500065038,Campo Grande,Formação Serra Geral,Fraturada,V06,Topo e base brutos coerentes,30.0,4,UNKNOWN_SEM_INTERVALO_DE_FILTRO_DEMONSTRADO
3500065055,Fátima do Sul,Formação Serra Geral,Fraturada,V06,Topo e base brutos coerentes,115.0,4,UNKNOWN_SEM_INTERVALO_DE_FILTRO_DEMONSTRADO
3500065071,Rio Verde de Mato Grosso,Formação Furnas,Granular,V06,Topo e base brutos coerentes,160.0,4,UNKNOWN_SEM_INTERVALO_DE_FILTRO_DEMONSTRADO
3500065057,Figueirão,Formação Botucatu,Granular,V06,Topo e base brutos coerentes,150.0,4,UNKNOWN_SEM_INTERVALO_DE_FILTRO_DEMONSTRADO
3500065124,São Gabriel do Oeste,Grupo Bauru,Granular,V06,Topo e base brutos coerentes,42.0,1,UNKNOWN_SEM_INTERVALO_DE_FILTRO_DEMONSTRADO
3500065006,Antônio João,Formação Serra Geral,Fraturada,V06,Topo e base brutos coerentes,150.0,5,UNKNOWN_SEM_INTERVALO_DE_FILTRO_DEMONSTRADO
3500065021,Caarapó,Grupo Caiuá,Granular,V06,Topo e base brutos coerentes,667.0,5,UNKNOWN_SEM_INTERVALO_DE_FILTRO_DEMONSTRADO
3500065027,Campo Grande,Formação Serra Geral,Fraturada,V06,Topo e base brutos coerentes,25.0,5,UNKNOWN_SEM_INTERVALO_DE_FILTRO_DEMONSTRADO
