well_id,municipality,siagas_aquifer,sgb2024_unit_aflorante,sgb2024_unit_subjacente,comparison_status,comparison_reason,source,evidence_code,latitude,longitude
3500070764,Glória de Dourados,Bauru_Caiua,Formação Serra Geral,Formação Botucatu,DIVERGÊNCIA CARTOGRÁFICA NÃO CONCLUSIVA,"Bauru_Caiuá não coincide com a unidade explicitada no mapa, mas a captação pode ser mais profunda",AUDITORIA_HIDROESTRATIGRAFICA_V1,E12,-22.41408299999995,-54.30566699999997
3500045612,Três Lagoas,Bauru,Grupo Caiuá,Formação Botucatu,DIVERGÊNCIA CARTOGRÁFICA NÃO CONCLUSIVA,"o aquífero informado não coincide com a unidade aflorante/subjacente explicitada, mas um poço pode captar unidade mais profunda; não é contradição demonstrada",AUDITORIA_HIDROESTRATIGRAFICA_V1,E12,-20.79416699999996,-51.72249999999997
3500045709,Três Lagoas,Serra geral,Grupo Caiuá,Formação Botucatu,DIVERGÊNCIA CARTOGRÁFICA NÃO CONCLUSIVA,"o aquífero informado não coincide com a unidade aflorante/subjacente explicitada, mas um poço pode captar unidade mais profunda; não é contradição demonstrada",AUDITORIA_HIDROESTRATIGRAFICA_V1,E12,-20.994721999999967,-51.839999999999975
3500045635,Campo Grande,,Formação Serra Geral,Formação Botucatu,UNKNOWN,"nome SIAGAS ausente, genérico ou não definido",AUDITORIA_HIDROESTRATIGRAFICA_V1,E12,-20.485832999999957,-54.67277799999994
3500026937,Jateí,,Grupo Caiuá,Formação Botucatu,UNKNOWN,"nome SIAGAS ausente, genérico ou não definido",AUDITORIA_HIDROESTRATIGRAFICA_V1,E12,-22.54222199999998,-54.143055999999945
3500045640,Nova Andradina,,Grupo Caiuá,Formação Botucatu,UNKNOWN,"nome SIAGAS ausente, genérico ou não definido",AUDITORIA_HIDROESTRATIGRAFICA_V1,E12,-22.29499999999996,-53.389999999999986
3500045639,Três Lagoas,,Depósitos aluvionares,,UNKNOWN,"nome SIAGAS ausente, genérico ou não definido",AUDITORIA_HIDROESTRATIGRAFICA_V1,E12,-20.797499999999957,-51.643888999999945
3500072013,Aquidauana,,Formação Aquidauana,,UNKNOWN,"nome SIAGAS ausente, genérico ou não definido",AUDITORIA_HIDROESTRATIGRAFICA_V1,E12,-20.45897199999996,-55.791499999999985
3500072071,Aparecida do Taboado,,Grupo Caiuá,Formação Botucatu,UNKNOWN,"nome SIAGAS ausente, genérico ou não definido",AUDITORIA_HIDROESTRATIGRAFICA_V1,E12,-20.078363999999965,-51.099580999999944
3500072823,Bonito,,Grupo Cuiaba,,UNKNOWN,"nome SIAGAS ausente, genérico ou não definido",AUDITORIA_HIDROESTRATIGRAFICA_V1,E12,-20.710774999999956,-56.128585999999984
3500045662,Três Lagoas,Serra geral,Grupo Caiuá,Formação Botucatu,DIVERGÊNCIA CARTOGRÁFICA NÃO CONCLUSIVA,"o aquífero informado não coincide com a unidade aflorante/subjacente explicitada, mas um poço pode captar unidade mais profunda; não é contradição demonstrada",AUDITORIA_HIDROESTRATIGRAFICA_V1,E12,-20.797499999999957,-51.87805599999996
3500073735,Dourados,,Formação Serra Geral,Formação Botucatu,UNKNOWN,"nome SIAGAS ausente, genérico ou não definido",AUDITORIA_HIDROESTRATIGRAFICA_V1,E12,-22.29989699999993,-54.66577499999994
3500045671,Miranda,,Grupo Cuiaba,,UNKNOWN,"nome SIAGAS ausente, genérico ou não definido",AUDITORIA_HIDROESTRATIGRAFICA_V1,E12,-19.97277799999995,-56.30611099999999
3500072514,Rio Brilhante,,Formação Serra Geral,Formação Botucatu,UNKNOWN,"nome SIAGAS ausente, genérico ou não definido",AUDITORIA_HIDROESTRATIGRAFICA_V1,E12,-21.863871999999958,-54.52881099999996
3500072669,Jardim,,Formação Aquidauana,,UNKNOWN,"nome SIAGAS ausente, genérico ou não definido",AUDITORIA_HIDROESTRATIGRAFICA_V1,E12,-21.297635999999954,-56.22779399999996
3500072874,Jardim,,Formação Aquidauana,,UNKNOWN,"nome SIAGAS ausente, genérico ou não definido",AUDITORIA_HIDROESTRATIGRAFICA_V1,E12,-21.456282999999928,-56.44563299999999
3500072417,Miranda,,Embasamento Indiferenciado,,UNKNOWN,"nome SIAGAS ausente, genérico ou não definido",AUDITORIA_HIDROESTRATIGRAFICA_V1,E12,-20.025027999999963,-56.81236099999995
3500072847,Bonito,,Grupo Corumbá,,UNKNOWN,"nome SIAGAS ausente, genérico ou não definido",AUDITORIA_HIDROESTRATIGRAFICA_V1,E12,-21.11648299999996,-56.50929699999995
3500073700,Aquidauana,,Formação Pantanal,,UNKNOWN,"nome SIAGAS ausente, genérico ou não definido",AUDITORIA_HIDROESTRATIGRAFICA_V1,E12,-19.967693999999938,-56.27430599999997
3500072775,Rio Brilhante,,Grupo Caiuá,Formação Botucatu,UNKNOWN,"nome SIAGAS ausente, genérico ou não definido",AUDITORIA_HIDROESTRATIGRAFICA_V1,E12,-21.846666999999968,-54.06444399999998
3500072064,Campo Grande,,Grupo Caiuá,Formação Botucatu,UNKNOWN,"nome SIAGAS ausente, genérico ou não definido",AUDITORIA_HIDROESTRATIGRAFICA_V1,E12,-20.39719699999995,-54.557335999999964
3500072751,Corumbá,,Formação Pantanal,,UNKNOWN,"nome SIAGAS ausente, genérico ou não definido",AUDITORIA_HIDROESTRATIGRAFICA_V1,E12,-19.291641999999968,-57.59269199999994
3500072461,Dois Irmãos do Buriti,,Formação Serra Geral,Formação Botucatu,UNKNOWN,"nome SIAGAS ausente, genérico ou não definido",AUDITORIA_HIDROESTRATIGRAFICA_V1,E12,-20.96533599999998,-55.34106899999995
3500073697,Glória de Dourados,,Grupo Caiuá,Formação Botucatu,UNKNOWN,"nome SIAGAS ausente, genérico ou não definido",AUDITORIA_HIDROESTRATIGRAFICA_V1,E12,-22.39104999999995,-54.21763299999998
3500073844,Aparecida do Taboado,,Grupo Caiuá,Formação Botucatu,UNKNOWN,"nome SIAGAS ausente, genérico ou não definido",AUDITORIA_HIDROESTRATIGRAFICA_V1,E12,-20.05683099999993,-51.10813099999996
3500072054,Aquidauana,,Formação Aquidauana,,UNKNOWN,"nome SIAGAS ausente, genérico ou não definido",AUDITORIA_HIDROESTRATIGRAFICA_V1,E12,-20.480946999999958,-55.62898599999994
3500073563,Três Lagoas,Bauru,Formação Serra Geral,Formação Botucatu,DIVERGÊNCIA CARTOGRÁFICA NÃO CONCLUSIVA,"o aquífero informado não coincide com a unidade aflorante/subjacente explicitada, mas um poço pode captar unidade mais profunda; não é contradição demonstrada",AUDITORIA_HIDROESTRATIGRAFICA_V1,E12,-20.748188999999968,-51.66515599999997
3500073599,Glória de Dourados,Bauru,Grupo Caiuá,Formação Botucatu,DIVERGÊNCIA CARTOGRÁFICA NÃO CONCLUSIVA,"o aquífero informado não coincide com a unidade aflorante/subjacente explicitada, mas um poço pode captar unidade mais profunda; não é contradição demonstrada",AUDITORIA_HIDROESTRATIGRAFICA_V1,E12,-22.390555999999947,-54.21391699999998
3500073650,Brasilândia,Bauru,Grupo Caiuá,Formação Botucatu,DIVERGÊNCIA CARTOGRÁFICA NÃO CONCLUSIVA,"o aquífero informado não coincide com a unidade aflorante/subjacente explicitada, mas um poço pode captar unidade mais profunda; não é contradição demonstrada",AUDITORIA_HIDROESTRATIGRAFICA_V1,E12,-20.61924199999993,-52.77723599999996
3500073659,Novo Horizonte do Sul,Bauru,Grupo Caiuá,Formação Botucatu,DIVERGÊNCIA CARTOGRÁFICA NÃO CONCLUSIVA,"o aquífero informado não coincide com a unidade aflorante/subjacente explicitada, mas um poço pode captar unidade mais profunda; não é contradição demonstrada",AUDITORIA_HIDROESTRATIGRAFICA_V1,E12,-22.60933099999994,-53.90052199999997
3500073661,Eldorado,Bauru,Grupo Caiuá,Formação Botucatu,DIVERGÊNCIA CARTOGRÁFICA NÃO CONCLUSIVA,"o aquífero informado não coincide com a unidade aflorante/subjacente explicitada, mas um poço pode captar unidade mais profunda; não é contradição demonstrada",AUDITORIA_HIDROESTRATIGRAFICA_V1,E12,-23.78277799999995,-54.28209399999997
